signal_0,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,nonlinear_0,nonlinear_1,nonlinear_2,nonlinear_3,nonlinear_4,num_peaks,ox_peak_current,ox_peak_voltage,peak_width,peak_prominence,peak_area,peak_symmetry,max_gradient,min_gradient,mean_gradient,gradient_std,max_curvature,mean_curvature,diffusion_asymmetry,tafel_slope,tafel_intercept,reaction_activity,kinetic_energy,signal_entropy,equilibrium_potential,potential_range,current_range,baseline_drift,electrochemical_stability,mean_current,std_current,max_current,min_current,rms_current,skewness,kurtosis,label
0.11894929,0.20620738,0.803966,-0.076937705,163.0,0.14354737,0.00016891697,0.022668183,59.496468,366.0,3.1167727,1.8415174,2.4990234,1.2469814,0.7883097,16.0,0.803966,0.46693388,57.715786,0.876996,0.26873463,0.72158575,0.068888806,-0.07318,0.00016891697,0.022668183,0.05644192,3.8311224e-05,1.0576131,1.0184869,-3.0358174,0.13402468,28.335209,5.4172482,-0.77955914,2.0,0.88090366,-0.00023432764,4.849487,0.11894929,0.20620738,0.803966,-0.076937705,0.2380555,1.8415174,2.4990234,uric_acid
0.1170833,0.20380913,0.80685824,-0.08152098,161.0,0.13597257,0.00014123971,0.02186777,58.524258,362.0,3.0848968,1.8720468,2.5603578,1.2545693,0.7887315,15.0,0.80685824,0.4509018,60.21108,0.88101536,0.26381484,0.60378253,0.07420806,-0.09246218,0.00014123971,0.02186777,0.06323316,-4.933626e-05,1.0576131,0.9931938,-3.1136453,0.13122626,27.62333,5.40319,-0.56713426,2.0,0.8883792,-0.012887631,4.9065514,0.1170833,0.20380913,0.80685824,-0.08152098,0.23504607,1.8720468,2.5603578,uric_acid
0.117946744,0.20051906,0.7993479,-0.09457338,158.0,0.12626708,0.00016332445,0.02186628,58.97339,364.0,3.1321201,1.824066,2.4089172,1.2453747,0.77232313,20.0,0.7993479,0.45891783,57.938423,0.86723727,0.26443574,0.6705799,0.067962214,-0.050849635,0.00016332445,0.02186628,0.04865526,3.661031e-05,1.0833334,0.9816339,-3.0946386,0.13196714,27.059662,5.4272656,-0.8917836,2.0,0.89392126,-0.0055385334,4.987057,0.117946744,0.20051906,0.7993479,-0.09457338,0.2326356,1.824066,2.4089172,uric_acid
0.14656736,0.26330152,1.0479988,-0.078503385,160.0,0.15767322,4.682342e-05,0.02246577,73.2512,312.0,2.9399703,2.101643,3.2691634,1.3935456,0.8362092,13.0,1.0479988,0.250501,57.708855,1.1200482,0.3137448,0.7711385,0.072372675,-0.06611874,4.682342e-05,0.02246577,0.049603395,0.00015059457,0.953125,0.15275818,-2.9574263,0.1570667,45.40484,5.3068233,-0.8997996,2.0,1.1265022,-0.026146578,3.7979271,0.14656736,0.26330152,1.0479988,-0.078503385,0.30134645,2.101643,3.2691634,glucose
0.118452,0.2026169,0.7704138,-0.087830484,159.0,0.14720222,0.00015207857,0.02230721,59.229763,359.0,3.1033056,1.8242154,2.3963494,1.2523136,0.78090924,13.0,0.7704138,0.43887776,62.357437,0.8384901,0.26496273,0.54414827,0.06215496,-0.07974808,0.00015207857,0.02230721,0.05350766,-2.4914554e-05,1.0325203,1.037653,-3.1033902,0.13188739,27.542242,5.4045796,-0.6713427,2.0,0.8582443,0.02700618,4.9354224,0.118452,0.2026169,0.7704138,-0.087830484,0.23470084,1.8242154,2.3963494,uric_acid
0.10579252,0.21458821,0.87962765,-0.10021459,160.0,0.121521264,0.00011122338,0.024861405,52.91619,301.0,2.8191485,2.3042626,4.227432,1.2827098,0.748271,14.0,0.87962765,0.20641282,52.736084,0.9633529,0.2371483,0.8845114,0.07016403,-0.0987742,0.00011122338,0.024861405,0.070041254,0.0001089636,0.9607843,0.119837284,-3.2270048,0.11861939,28.620079,5.2521853,0.56312627,2.0,0.97984225,-0.0034468921,4.660088,0.10579252,0.21458821,0.87962765,-0.10021459,0.23924915,2.3042626,4.227432,dopamine
0.113055505,0.17791641,0.6906212,-0.0906525,164.0,0.14194639,0.000110675486,0.021666056,56.504894,252.0,3.1442542,1.8371123,2.3604708,1.2255199,0.8006799,11.0,0.6906212,0.01002004,65.503685,0.741686,0.24370636,0.8503503,0.072819844,-0.09790315,0.000110675486,0.021666056,0.07646003,0.00013636595,1.0080321,-0.51430994,-3.0803764,0.12177098,22.2179,5.474341,0.4228457,2.0,0.78127366,0.023405738,5.6206164,0.113055505,0.17791641,0.6906212,-0.0906525,0.21079801,1.8371123,2.3604708,ascorbic_acid
0.14585356,0.26278654,1.0352212,-0.0836623,162.0,0.15322986,-7.038184e-05,0.022691023,72.94542,310.0,2.986033,2.1035364,3.327651,1.3945969,0.82534707,11.0,1.0352212,0.24248497,58.54204,1.1145756,0.31593457,0.7298798,0.07515153,-0.07500242,-7.038184e-05,0.022691023,0.05837058,-0.00014006603,0.984127,0.20192815,-2.9442234,0.1578895,45.165016,5.3243437,-0.1743487,2.0,1.1188836,0.006561875,3.8053696,0.14585356,0.26278654,1.0352212,-0.0836623,0.30054954,2.1035364,3.327651,glucose
0.11863891,0.20279528,0.76157683,-0.08979306,162.0,0.13818154,0.0003163861,0.022669377,59.307194,361.0,3.1398268,1.8150216,2.3546443,1.2598244,0.780931,21.0,0.76157683,0.44689378,64.82597,0.84279794,0.26584733,0.60720783,0.09337013,-0.06609694,0.0003163861,0.022669377,0.06684922,0.0001347748,0.9607843,0.9239627,-3.0436978,0.13285922,27.60056,5.4235687,0.94388777,2.0,0.85136986,-0.010708145,4.931081,0.11863891,0.20279528,0.76157683,-0.08979306,0.23494919,1.8150216,2.3546443,uric_acid
0.11953889,0.20488304,0.8048303,-0.10973336,167.0,0.14210156,4.793376e-05,0.02259165,59.75541,362.0,3.0796518,1.8241534,2.430623,1.2462486,0.7754219,11.0,0.8048303,0.4509018,59.55535,0.8975115,0.26735258,0.61187905,0.068007536,-0.06247104,4.793376e-05,0.02259165,0.053305756,0.00015970854,0.96850395,1.148995,-3.1156673,0.13347529,28.1333,5.4054947,-0.19038077,2.0,0.91456366,-0.002536671,4.8808336,0.11953889,0.20488304,0.8048303,-0.10973336,0.23720582,1.8241534,2.430623,uric_acid
0.1134801,0.17901416,0.6867618,-0.07191934,159.0,0.13918766,0.00013602333,0.02127643,56.708004,265.0,3.2005541,1.85821,2.4429638,1.2175336,0.82774127,9.0,0.6867618,0.06212425,67.170456,0.7543274,0.2461892,1.2834946,0.06040016,-0.058884975,0.00013602333,0.02127643,0.049731888,-7.048733e-05,1.0576131,-0.49904487,-3.0194168,0.12268569,22.4619,5.4877334,0.8076152,2.0,0.7586811,-0.014547049,5.58615,0.1134801,0.17901416,0.6867618,-0.07191934,0.21195236,1.85821,2.4429638,ascorbic_acid
0.118774906,0.20261848,0.75828993,-0.0846215,158.0,0.13044292,5.235214e-06,0.022704331,59.380695,360.0,3.1396315,1.8088652,2.3514762,1.2566074,0.79688925,14.0,0.75828993,0.4428858,65.514084,0.8306478,0.26507658,0.56489575,0.06555919,-0.06625412,5.235214e-06,0.022704331,0.054299645,-5.1890023e-05,0.86567163,1.2271227,-3.1360345,0.13250557,27.580862,5.408176,-0.71943885,2.0,0.8429114,0.010544824,4.935384,0.118774906,0.20261848,0.75828993,-0.0846215,0.23486534,1.8088652,2.3514762,uric_acid
0.10619158,0.21465161,0.8856904,-0.07153324,160.0,0.13176297,0.000110822344,0.023158846,53.103607,298.0,2.8366833,2.3291552,4.366995,1.3169718,0.77057457,17.0,0.8856904,0.19438878,49.701763,0.9535338,0.2368785,0.7671102,0.0788587,-0.078116,0.000110822344,0.023158846,0.04942487,-0.00043841847,0.984127,-0.009201898,-3.303657,0.11811415,28.675983,5.238688,0.7755511,2.0,0.9572236,0.013289518,4.658712,0.10619158,0.21465161,0.8856904,-0.07153324,0.2394827,2.3291552,4.366995,dopamine
0.118586704,0.20459819,0.786164,-0.09705907,165.0,0.14300016,-0.00011747432,0.022602545,59.248425,363.0,3.1601038,1.8049817,2.3525937,1.2474431,0.793343,16.0,0.786164,0.45490983,60.93141,0.8459497,0.2709093,0.651126,0.06445882,-0.09737055,-0.00011747432,0.022602545,0.08599913,0.0002615779,1.0576131,1.017964,-3.0663216,0.13460262,27.961613,5.433097,-0.86372745,2.0,0.88322306,-0.021219077,4.8876286,0.118586704,0.20459819,0.786164,-0.09705907,0.23648092,1.8049817,2.3525937,uric_acid
0.14821225,0.26304504,1.0308143,-0.0879556,162.0,0.15064606,0.00023441763,0.024100125,74.099556,316.0,2.9812796,2.07053,3.17207,1.3758786,0.82352746,12.0,1.0308143,0.26653308,59.924736,1.1175084,0.31824413,0.94673073,0.11569733,-0.06901217,0.00023441763,0.024100125,0.09409671,0.00024135632,1.0325203,0.07443326,-2.9683669,0.15918472,45.57978,5.3221354,0.59118235,2.0,1.1187699,0.0019722476,3.8016303,0.14821225,0.26304504,1.0308143,-0.0879556,0.3019264,2.07053,3.17207,glucose
0.12059159,0.20216028,0.80337054,-0.06915779,173.0,0.15041581,-3.341584e-05,0.022287216,60.30128,356.0,3.0948594,1.8668969,2.6290104,1.2364875,0.77010477,16.0,0.80337054,0.42685372,59.36068,0.8667135,0.26647124,0.48798746,0.0655103,-0.06085834,-3.341584e-05,0.022287216,0.050615013,0.00017109052,0.9920319,1.1306864,-3.103464,0.132498,27.705557,5.412704,-0.34268537,2.0,0.8725283,0.0035770056,4.94657,0.12059159,0.20216028,0.80337054,-0.06915779,0.23539566,1.8668969,2.6290104,uric_acid
0.1503158,0.26636314,1.0568801,-0.072525084,164.0,0.1654121,-6.1713727e-06,0.02120909,75.16032,316.0,2.9349692,2.0984478,3.272045,1.4209955,0.84016526,14.0,1.0568801,0.26653308,59.1814,1.1209803,0.32008705,0.9316544,0.06326434,-0.06814266,-6.1713727e-06,0.02120909,0.04988977,9.200848e-05,1.0833334,0.16509525,-2.9684253,0.15995902,46.772083,5.3082767,-0.18637274,2.0,1.1294051,-0.015738335,3.754273,0.1503158,0.26636314,1.0568801,-0.072525084,0.3058499,2.0984478,3.272045,glucose
0.112649545,0.17862967,0.7035651,-0.082737654,162.0,0.13004677,8.04008e-05,0.021338264,56.303318,260.0,3.167852,1.841388,2.3675785,1.238975,0.8418623,14.0,0.7035651,0.04208417,60.395653,0.7631439,0.24383898,1.1004977,0.07243253,-0.06006467,8.04008e-05,0.021338264,0.065492995,0.00015358026,0.984127,-0.5410819,-3.0569813,0.12191918,22.299238,5.4770937,0.8116233,2.0,0.7863028,0.021502104,5.598174,0.112649545,0.17862967,0.7035651,-0.082737654,0.21118352,1.841388,2.3675785,ascorbic_acid
0.106304415,0.21482474,0.88765776,-0.085734434,150.0,0.11134284,-0.000108254215,0.023335183,53.14249,298.0,2.860597,2.2940094,4.222998,1.3041769,0.81003183,13.0,0.88765776,0.19438878,52.88675,0.97061074,0.24025528,0.75585836,0.07925623,-0.07829735,-0.000108254215,0.023335183,0.06821985,0.00029045145,0.97628456,0.16793671,-3.1644087,0.120223776,28.72515,5.279398,-0.94789577,2.0,0.9733922,-0.007740278,4.6549573,0.106304415,0.21482474,0.88765776,-0.085734434,0.23968792,2.2940094,4.222998,dopamine
0.11405663,0.18197821,0.70292866,-0.07487043,163.0,0.14597705,0.0001356687,0.02195904,57.05073,268.0,3.1951396,1.8351692,2.354563,1.2322068,0.8222571,12.0,0.70292866,0.0741483,63.843987,0.7614048,0.24726112,1.4696704,0.058296267,-0.062732205,0.0001356687,0.02195904,0.051544562,-7.667067e-05,1.0242915,-0.5409326,-3.0879712,0.12391235,23.062492,5.473395,0.85971946,2.0,0.7777991,-0.0022275231,5.495163,0.11405663,0.18197821,0.70292866,-0.07487043,0.21476728,1.8351692,2.354563,ascorbic_acid
0.11319225,0.17635344,0.6669808,-0.12958106,165.0,0.14025913,-0.00018424385,0.021425484,56.590576,261.0,3.1373808,1.8230507,2.3362937,1.2150928,0.79353976,11.0,0.6669808,0.046092186,67.84175,0.7577953,0.24376518,1.1224368,0.069427885,-0.08997605,-0.00018424385,0.021425484,0.07970197,6.439825e-05,0.86567163,-0.40020442,-2.9889193,0.12239445,21.95651,5.500665,-0.9559118,2.0,0.7965619,0.018846909,5.6704307,0.11319225,0.17635344,0.6669808,-0.12958106,0.20955433,1.8230507,2.3362937,ascorbic_acid
0.11966218,0.20202914,0.78776854,-0.08462544,160.0,0.14431988,4.051911e-05,0.021269362,59.82259,363.0,3.0822625,1.8861696,2.666111,1.283812,0.80932105,11.0,0.78776854,0.45490983,59.0691,0.84737945,0.26375538,0.63540995,0.06568361,-0.0798784,4.051911e-05,0.021269362,0.06849229,0.00014702989,1.0,1.0514865,-3.087874,0.13150457,27.567408,5.4079413,-0.21442886,2.0,0.87239397,-0.02356568,4.9497805,0.11966218,0.20202914,0.78776854,-0.08462544,0.23480804,1.8861696,2.666111,uric_acid
0.10400356,0.21112798,0.89836437,-0.09163911,157.0,0.12851423,-7.7436955e-05,0.022230376,51.97707,300.0,2.842641,2.325879,4.4016,1.3201933,0.77653277,10.0,0.89836437,0.20240481,47.725086,0.97897583,0.23487288,0.8556372,0.06664098,-0.06403031,-7.7436955e-05,0.022230376,0.053518943,0.00025215474,1.0491803,0.14771861,-3.233978,0.11741676,27.695883,5.2673373,0.44689378,2.0,0.99000347,0.030176185,4.7364635,0.10400356,0.21112798,0.89836437,-0.09163911,0.23535456,2.325879,4.4016,dopamine
0.110071875,0.1809792,0.68460304,-0.081573315,159.0,0.13065416,7.637183e-05,0.02321436,55.014057,268.0,3.2139082,1.8455461,2.3915756,1.2195289,0.8188934,14.0,0.68460304,0.0741483,63.669052,0.75759363,0.24530572,1.4002191,0.07809303,-0.074443705,7.637183e-05,0.02321436,0.07149269,0.00038799964,1.0080321,-0.46705398,-3.0130355,0.122011736,22.434647,5.481416,0.78356713,2.0,0.76617634,-0.0021914917,5.5254965,0.110071875,0.1809792,0.68460304,-0.081573315,0.21182373,1.8455461,2.3915756,ascorbic_acid
0.14723717,0.2629693,1.0445894,-0.08949786,156.0,0.16728733,3.9695155e-05,0.023553953,73.645256,315.0,2.9288194,2.110537,3.3303592,1.3769991,0.80402654,12.0,1.0445894,0.26252505,57.18807,1.0968156,0.31528395,0.9025472,0.070424795,-0.07510428,3.9695155e-05,0.023553953,0.064846106,-0.00024821784,0.9920319,0.17097728,-2.9694061,0.15743512,45.415813,5.3123856,-0.84368736,2.0,1.1340872,-0.012448399,3.8027253,0.14723717,0.2629693,1.0445894,-0.08949786,0.30138287,2.110537,3.3303592,glucose
0.11958419,0.20417944,0.7880774,-0.07300221,166.0,0.13687535,-1.8865609e-05,0.021921305,59.79213,360.0,3.1127121,1.8363109,2.44383,1.2498403,0.76065636,11.0,0.7880774,0.4428858,58.695927,0.8327017,0.26618576,0.5767587,0.06809568,-0.07225889,-1.8865609e-05,0.021921305,0.05726771,-0.00014851391,1.0325203,1.0203296,-3.1774979,0.132651,27.99481,5.396945,-0.7995992,2.0,0.86107963,0.0070362915,4.8976526,0.11958419,0.20417944,0.7880774,-0.07300221,0.23662126,1.8363109,2.44383,uric_acid
0.11237204,0.17690222,0.67513424,-0.088438936,173.0,0.13431877,8.468966e-05,0.022138845,56.194927,259.0,3.2389784,1.8143703,2.2800436,1.2081393,0.83456016,14.0,0.67513424,0.03807615,66.49637,0.73975956,0.24544387,1.0436542,0.06637683,-0.060364757,8.468966e-05,0.022138845,0.05417688,-0.00021655473,1.0920502,-0.33440927,-2.9843283,0.12271123,21.960936,5.507897,-0.7675351,2.0,0.76357317,0.009872475,5.6528397,0.11237204,0.17690222,0.67513424,-0.088438936,0.20957546,1.8143703,2.2800436,ascorbic_acid
0.10563433,0.21434319,0.8901388,-0.08565955,162.0,0.12746486,-0.00017099071,0.022767581,52.788277,297.0,2.8413217,2.3399134,4.457494,1.3102443,0.7240767,14.0,0.8901388,0.19038077,51.129948,0.967568,0.23897116,0.72523886,0.06024135,-0.08764012,-0.00017099071,0.022767581,0.06330368,0.00015098913,1.0746888,0.16653559,-3.2763493,0.118615285,28.550806,5.255085,0.8476954,2.0,0.97579837,0.0039000637,4.6654153,0.10563433,0.21434319,0.8901388,-0.08565955,0.23895943,2.3399134,4.457494,dopamine
0.11118737,0.17709987,0.67420226,-0.0826113,161.0,0.13164549,4.068044e-05,0.021481311,55.56153,265.0,3.2215285,1.8093278,2.22037,1.2287875,0.84881055,13.0,0.67420226,0.06212425,66.59589,0.73568845,0.24391702,1.2704092,0.06407803,-0.070913695,4.068044e-05,0.021481311,0.056465633,9.312589e-05,1.0242915,-0.43659824,-3.0342996,0.12150613,21.863497,5.4902067,0.5551102,2.0,0.7568136,0.013929996,5.646531,0.11118737,0.17709987,0.67420226,-0.0826113,0.20911,1.8093278,2.22037,ascorbic_acid
0.109323956,0.17819117,0.672358,-0.084702395,172.0,0.13537532,2.6209187e-05,0.021392092,54.665386,258.0,3.2156572,1.8094815,2.2052557,1.187135,0.7729628,15.0,0.672358,0.034068137,64.71019,0.716533,0.24139787,0.9868952,0.0616208,-0.05709344,2.6209187e-05,0.021392092,0.053683203,-2.1637372e-05,1.0576131,-0.33748028,-3.0434444,0.12058141,21.851912,5.4778113,0.6753507,2.0,0.75706035,0.0020987883,5.61195,0.109323956,0.17819117,0.672358,-0.084702395,0.20905459,1.8094815,2.2052557,ascorbic_acid
0.10544317,0.21476404,0.9087501,-0.083058186,167.0,0.1226244,-0.00021068461,0.022367768,52.730293,299.0,2.8393128,2.3254962,4.381171,1.3375096,0.7795283,13.0,0.9087501,0.19839679,51.7822,0.98945296,0.2368367,0.8124774,0.07486831,-0.07162662,-0.00021068461,0.022367768,0.07094694,0.00016820767,1.0242915,0.06980756,-3.2586641,0.11854516,28.620926,5.2508855,0.71543086,2.0,0.9918083,0.018431067,4.656273,0.10544317,0.21476404,0.9087501,-0.083058186,0.2392527,2.3254962,4.381171,dopamine
0.105552286,0.21439466,0.86682665,-0.08848527,162.0,0.12622581,-0.00012309394,0.022582488,52.781887,301.0,2.8921373,2.2943783,4.2171736,1.3059157,0.73313046,18.0,0.86682665,0.20641282,52.495834,0.9367381,0.23919375,0.88736904,0.07857898,-0.08754121,-0.00012309394,0.022582488,0.06912598,0.0001306285,1.0576131,0.14366311,-3.2466815,0.119575866,28.553177,5.268909,-0.4749499,2.0,0.9553119,0.020526577,4.664295,0.105552286,0.21439466,0.86682665,-0.08848527,0.23896936,2.2943783,4.2171736,dopamine
0.11793332,0.20158161,0.8158365,-0.08855039,167.0,0.14808956,-7.5725075e-05,0.022897858,58.956074,363.0,3.082282,1.823516,2.4188197,1.2378589,0.7892375,15.0,0.8158365,0.45490983,58.517815,0.8747849,0.26522127,0.6456641,0.069278106,-0.07041699,-7.5725075e-05,0.022897858,0.050560024,-3.681799e-05,0.984127,1.0869671,-3.0756893,0.13207024,27.271708,5.4228473,-0.86372745,2.0,0.9043869,0.013148019,4.9607697,0.11793332,0.20158161,0.8158365,-0.08855039,0.23354532,1.823516,2.4188197,uric_acid
0.14763004,0.26181608,1.0205091,-0.07743041,155.0,0.16139074,0.00011582011,0.024310011,73.81335,307.0,2.9760878,2.0882642,3.2458837,1.3598938,0.81200856,10.0,1.0205091,0.23046093,62.435444,1.0941515,0.31657684,0.63817614,0.08850823,-0.0654252,0.00011582011,0.024310011,0.05534357,-1.5624153e-05,1.0920502,0.2885135,-2.9630475,0.15816289,45.171146,5.323635,-0.8476954,2.0,1.0979395,-0.009735471,3.8194747,0.14763004,0.26181608,1.0205091,-0.07743041,0.30056995,2.0882642,3.2458837,glucose
0.11252799,0.1796933,0.7077015,-0.07893749,161.0,0.14984316,0.00015454729,0.023987524,56.26661,268.0,3.177343,1.8241237,2.300247,1.1947066,0.7635192,15.0,0.7077015,0.0741483,64.4771,0.7604309,0.2477689,1.4211737,0.081001356,-0.0718221,0.00015454729,0.023987524,0.058529615,-0.00023616938,1.0080321,-0.36580393,-2.9750302,0.12329352,22.476114,5.498395,0.8036072,2.0,0.786639,0.0069645727,5.5650377,0.11252799,0.1796933,0.7077015,-0.07893749,0.2120194,1.8241237,2.300247,ascorbic_acid
0.1144336,0.17916879,0.6827091,-0.099530846,160.0,0.13497695,-5.378829e-05,0.0221414,57.205975,258.0,3.1765964,1.824265,2.3176126,1.2029785,0.83612233,14.0,0.6827091,0.034068137,67.713425,0.7562154,0.2476664,1.0310813,0.06545188,-0.0623499,-5.378829e-05,0.0221414,0.056323245,-0.0001159775,0.96850395,-0.4296162,-3.0480673,0.12376484,22.598253,5.4921,0.44689378,2.0,0.78224,0.013157808,5.581329,0.1144336,0.17916879,0.6827091,-0.099530846,0.2125947,1.824265,2.3176126,ascorbic_acid
0.11120815,0.17938346,0.6750009,-0.091691166,166.0,0.13974033,-0.00022150346,0.023461254,55.57008,265.0,3.2180126,1.8330517,2.3611646,1.1642871,0.78473556,17.0,0.6750009,0.06212425,66.75375,0.7633816,0.24540049,1.2339059,0.077005774,-0.088276,-0.00022150346,0.023461254,0.05792766,0.00033765344,0.96850395,-0.33151922,-2.9716887,0.12269032,22.27284,5.5006824,0.33867735,2.0,0.76669204,0.0046207155,5.57465,0.11120815,0.17938346,0.6750009,-0.091691166,0.21105847,1.8330517,2.3611646,ascorbic_acid
